c_text	c_thembez	c_tatsache	c_meinung	c_begruend	c_loes	c_zusw	c_frage	c_anrede	c_respekt	c_beznutzer	c_bezmedium	c_bezinhalt	c_bezpers	c_bezform	c_story	c_schrei	c_vulg	c_beleid	c_sarkzy	c_diskrim	c_luegenv	c_droh	c_gewalr	c_verwünsch	c_quali
"Sema Altunay also Spanien gehört definitiv nicht zu diesen ""Kulturkreisen"". Und es waren nicht nur deutsche Mitbürger, die auf Mallorca sich daneben benommen haben. "	1	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
es ist schon eine Schande, dass die AFD nach langer Zeit wieder mal eingeladen wurde und dann alle gegen einen! Das Thema wurde gänzlich verfehlt, sondern nur unerträgliche Hetze gegen die AFD betrieben! Die Sendung muss unbedingt umbenannt werden in Hart aber Unfair!	2	0	3	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	2
Günter Mattinger Und das Volk hatte Ehrenleute in unserer Geschichte in den 70ern-90ern, aber die Moral ist nur noch Schummelei, das ist abscheulich mit anzusehen. Wer macht das beste Theater ist eher der fatale Slogan.	3	0	3	3	0	0	0	0	0	3	0	3	0	0	0	0	2	0	0	0	3	0	0	0	1
🥱	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Noch nie aufn Bolzplatz gewesen, geschweige denn selbst vor ne Pille getreten. Man merkt's.	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
Impfen, impfen impfen - ein Mittel, das nicht erprobt ist und wegen einer Fake Pandemie 🤦‍♀️	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	0	0	0	0
Hömma, hasse 'ne Knifte für die Maloche dabei oder wat? Ker Ker Ker Do...	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Maic Müller bitte nochmal genau lesen. Habe ich beantwortet. Ich habe nicht davon gesprochen dass sie oder ihre Eltern etwas geleistet hätten.	1	3	1	3	0	0	0	0	0	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1
Judith Beeäm könne Sie uns Beispiele geben?	2	0	0	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
Ihr werdet alle noch bestraft es giebt Menschen die Welt hassen und nicht verstehen.,diese Welt ist schlecht.	1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Carolina Alexander aber wirklich...war dem Röttgen richtig peinlich.......	1	2	3	0	0	0	0	0	2	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2
Ihr habt doch nicht alle Tasse im Schrank	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0
Wieviele Realitätsverweigerer Es inzwischen gibt ist besorgniserregend. Ob hier oder in den USA. Das kann zu einem Problem werden. Ich verstehe ja, dass man systemkritisch ist und das ist auch gut so. In unserer Welt wird viel zu lange schon unerträgliches geduldet. Aber reine Fakten, oder wie hier, Ergebnisse einer Umfrage komplett in Abrede zu stellen und Fakenews zu vermuten... Das erscheint mir paranoid.	3	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Heinrich Podo du bist schon ein besonders schöner Windbeutel 🍺	0	0	3	0	0	0	0	0	0	3	0	3	3	0	0	0	0	1	3	0	0	0	0	0	0
Camila Gerstacker ,ganz lieben Dank	0	0	0	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
Von November 2019! 🤦‍♀️	3	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	2	0	0	0	0	0	1
Zu Recht die Proteste, Ausgangssperren sind Nonsens🤢🤢🤢	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	1
Maus Müller das ist klar.	2	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Wie sieht es bei Gewalt gegen Männer aus? Gibt's da Anlaufstellen?	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Jupp VanderStraat nicht unbedingt, wenn die Versorgung auch mit weniger Häusern gewährleistet werden kann.	3	3	0	1	2	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Liebe Hart aber fair-Redaktion. Zu einem respektvollen Umgang gehört eben auch dazu, Stimmen ausgewogen zu hören. Das geschieht hier leider nicht. Ich empfinde es nicht als respektvoll mir als Gebührenzahler gegenüber, die 10.000ste Werbesendung für die Grünen zahlen zu müssen.	1	3	3	0	0	0	0	3	0	0	3	3	0	0	0	0	0	0	3	0	1	0	0	0	1
Die ganze Nachbarschaft hilft mit Kleidung, mit Wohnungsangeboten und tröstet die betroffenen Bewohner. Uns wird es da ganz warm ums Herz. Einfach toll.	3	3	3	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Joshi Snyder Er wurde ausgesucht oder vorgeschlagen, das hat er doch nicht zu verantworten....Neid ist übrigens nicht gesund !	3	3	3	0	0	0	0	0	0	3	0	3	1	0	0	0	0	0	1	0	0	0	0	0	3
RTL verpisst euch	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	0
Jetzt sieht man so langsam wo der Schuh in Europa drückt. Man hat das Gesundheitssystem über Jahre kaputtgespart und Berufe wie Kranken- oder Altenpfleger wesentlich unattraktiver gemacht. Ob man aus dieser Krise Konsequenzen ziehen und die richtigen Schritte (Arbeitabedingungen, Ausbildung und Gehälter verbessern) einleitet. Das ist dann doch eher unwahrscheinlich denn dafür bräuchte es ja weitsicht und politischen Willen.	3	3	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2
RTL Aktuell vielleicht solltet ihr davon mal einen Aufguss machen, dann kommt vielleicht auch mal ein anständiges Fernsehprogramm zustande.	0	0	2	0	1	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	0	0	2
Ralf Jarren Verantwortung für die Zukunft, ja. Ewiges Gejammer und selbstbemittleiden aufgrund der Vergangenheit sind zwei Paar Schuhe. Es gibt keine nennenswerte Anzahl an Schuldigen mehr. Damit muss mit dem Thema abgeschlossen werden, zumal Deutschland nichts daraus gelernt hat.	3	3	3	3	1	1	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Ist ja klar. Wenn du dich nur im Raum Küche bewegst hast du ja auch nichts zu befürchten	0	0	2	1	0	0	0	0	0	3	0	1	1	0	0	0	0	0	3	0	0	0	0	0	2
Gerhard Nehm was heißt hier weltweit? Wo den noch, außer hier in der region, Artikel gelesen?	1	0	0	0	0	0	1	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Das sind keine Flüchtlinge. Sie kommen aus finaziellem Interesse	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
"RTL Aktuell  wir füttern damit die eichhörnchen im Garten 
 Zumindest mit den Eicheln ."	3	0	3	0	1	0	0	0	0	0	3	3	0	0	2	0	0	0	0	0	0	0	0	0	2
Längst überfällig	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Euch scheint noch nicht aufgefallen zu sein das wir NICHT das einzige Land in Europa sind die Maßnahmen ergreifen ? Das ist doch echt ein Grund mal nachzudenken .... oder nicht ?	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3
"Andrea Bosch - der kann da gar nix dafür - es gibt es sogar eine wissenschaftliche bezeichnung für dieses phänomen, welches die bevölkerung heimsucht - heisst ""präventionsparadoxon""."	3	3	3	3	0	2	0	0	0	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2
Es ist für mich einfach unglaubwürdig und heuchlerisch, wenn man in diesem Land einerseits moralisch alle Skrupel fahren lässt, wenn Wirtschaftsbeziehungen zu diktatorischen und menschenverachtenden Regimen auf dem Spiel stehen und andererseits soll das einzelne Leben angeblich so wertvoll sein... das passt nicht glaubwürdig zusammen.	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Marco Gregorio Creti 😎	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Alessandro Pistorio da kann ich nur zustimmen!	3	0	3	0	0	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Das kommt davon wenn man populisten das Ruder überlässt.	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
Nein, eher ist die Paradedisziplin der Linken aufzudecken, das hierzulande 45 Multimilliardäre so viel Vermögen angehäuft haben wie 40 Millionen Menschen zusammen.	1	3	0	0	0	2	0	0	0	3	0	3	0	0	0	0	0	0	2	0	0	0	0	0	2
Es gibt auch im D schöne Regionen wo wenig los ist,falls man im Lande bleiben möchte. Und wer nicht muss sollte außerhalb der Ferien fahren, da ists leer und günstiger. Wir fliegen schon ewig nicht mehr, dafür brauchen wir weder Greta noch Corona	2	3	3	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2
Frau Baerbock hat vergessen zu sagen, dass wir zur Zeit 80% unserer Energie aus Belgien( AKW) beziehen. Das sind Heuchler, die nur an die Fleischtöpfe wollen.🤮	2	3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1
Trump ist immer noch der Präsident der USA :D	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Ich hatte vorhin beim Essen voll Panik.Kein Geschmack mehr.Nix,wie tot.Gleichmal Fieber gemessen und nichts.Dann Entwarnung war nur Tofu.	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0
Kranke Welt 🙈🙈😡	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2
WDR Lokalzeit Ruhr Ach so, na dann...! 😂	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	1
Ich wünsche den anständigen und denkfähigen Amerikanern, dass der Schnitzkürbis mit der Haustierleiche auf dem Haupt am 3.11. aus dem Oval Office gejagt wird. Und nicht wenige Republikaner wünschen sich das ebenfalls. #TheLincolnProject #YesWeKam	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	3	1
Was war jetzt so schlimm in den letzten vier Jahren? Unter Trump bleibt die Welt friedlich. Gewinnt Biden, wirds Krieg geben. Guten Tipp an Zamperoni, verlass deine Frau!	3	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Frank Tuchler Angestellte Topmanager doch auch nicht. Die fahren einen Konzern an die Wand und kassieren dabei noch Millionen. Beispiele dafür gab es in der letzten Zeit genug.	0	0	3	0	0	1	0	0	0	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1
Heute soll unter anderem über Maximalzahlen für private Feiern und Alkoholausschankverbote gesprochen werden. Haltet ihr diese Maßnahmen für sinnvoll?	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"Belinda Holz Entschuldigung habe das
'' einige '' überlesen. "	0	1	0	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
1. Welle 2. Welle 3. Welle Dauerwelle 🤦🏻‍♂️	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Jenny Erös Wofür überhaupt der Bonus ?	2	0	3	0	0	0	2	0	0	3	0	3	0	0	0	0	0	0	2	0	0	0	0	0	1
Vor allem hat man sich mit dümmlichen Umfragen Selbst Betrogen und nicht mehr hingeschaut wie es denn Wirklich draussen Aussieht.	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
Es ist i ht zu fassen	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ja. Regen und Wind!!!! 	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2
Ich würde auch gerne etwas spenden.	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Tony Lein: Gibt es wirklich Leute, die über 68 Cent pro Tag diskutieren? Was gibt es denn für Politsendungen bei den Privaten, und wie viele im ÖR? Ich rege mich doch auch nicht darüber auf, dass woanders Müll à la Berlin Tag & Nacht läuft. Ich schaue es einfach nicht. Und ein Schelm wer denkt dass die Privaten umsonst sind.	0	0	3	0	1	0	0	0	0	3	3	3	1	0	1	0	0	0	1	0	0	0	0	0	2
Frank Heydel Not macht Erfinderisch.	2	0	1	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Hi, Regine! Ich hoffe du konntest helfen. Toll, dass du da warst!	3	0	3	0	0	0	0	2	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Egal was man machen würde , Polen würde nie zufrieden sein 🤦‍♀️	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vielleicht hätten Sie die letzte Staffel ""The Walking Dead"" nicht schauen sollen... oder generell weniger Horrorbücher... und so ein winziger Blick in den Spiegel, bzgl. der ""deutschen Überheblichkeit"", gepaart mit der Abwertung anders denkender Personen... ein wunderbares Beispiel für jeden Psychologieunterricht... aber keine Sorge: Von diesen Menschen gibt es zwar immer weniger, aber noch ausreichend Beispiele. :)"	2	0	3	0	0	0	0	0	0	3	0	3	3	2	0	0	0	2	3	0	0	0	0	0	0
Die Menschheit ist einfach nur kackendumm. : /	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1
Jörg Zeiner Und deshalb besser jetzt gar nichts mehr tun?!	2	0	3	0	0	0	0	0	0	3	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
Leonie Weigang, nein, sicherlich spielt Alkohol nicht immer eine große Rolle.	3	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Chuck Lutz das ist leider auch wahr	2	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Ihr habt verloren ihr habt die Wahlzettel manipuliert TRUMP VOREVER 💪	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	3	0	0	0	0
Horst Weintraut, ich bin dafür - weil nach der Pandemie vor der Pandemie ist -, nach Corona durch eine Änderung des Grundgesetzes bei gesundheitlichen Notständen eine ausschließliche Zuständigkeit des Bundes festzulegen! Auch der Bund kann dann in Abstimmung mit den Ländern regionalspezifisch reagieren, hat aber das Heft des Handels allein in der Hand.	1	0	3	3	3	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Mir tut die junge Generation leid, die Politiker werden das schlimme Ende nicht mehr erleben. Meiner Ansicht nach klafft eine Lücke zwischen dem was getan werden muss und was getan wird. Stichworte dafür sind der Kohleausstieg, der Bau der neuen Autobahn in Hessen für völlig veraltete Mobilität, die Massentierhaltung die unterstützt wird und vieles mehr...	3	2	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Den Politikern geht doch der Lockdown am Ar... vorbei. Keine Berufsgruppe ist davon so wenig betroffen wie diese!	3	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
Hätte, hätte Fahrradkette, nicht bewiesene Theorien.	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
WDR Lokalzeit Ruhr Ihr erzieht schon wieder! Ihr verteidigt eine Entscheidung, die hier diskutiert (ja, auch kritisch) werden soll. Lasst das doch mal. Gruß von einer Kollegin	0	1	3	0	2	0	0	0	0	0	3	2	0	3	1	0	0	0	0	0	0	0	0	0	1
Francesco Spina wer so einen Mist schreibt wie Sie hat die Kontrolle über sich selbst verloren 👎	2	0	3	0	0	0	0	0	0	3	0	3	1	1	0	0	0	0	3	0	0	0	0	0	2
Tolle Idee	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Brigitte Stegen davon gehe ich aus, wurde ja offiziell vom Landrat verkündet.	1	3	1	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
Ich halte es wie Herr Spahn. Natürlich werde ich much impfen lassen. Sobald ich dran bin. 😂😂😂 Klingt super, bedeutet: lass erst mal die Anderen	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2
Es freut uns, dass Sie die Sendung gestern gerne verfolgt haben. :-) Und ja, es wird spannend!	3	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4
Sie werden es nie kapieren, Herr Blume	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0
Sehr gut, dass dieser Verein mal richtig porträtiert wird.	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
"Mein sohn wurde auch massiv gemoppt bis hin zu blutiger nase, schläge in den nacken und Wirbelsäule bis zu knieverletzung... mein sohn ist selber zum lehrer und sagte das er auf eine andere schule will.... 
Wir standen hinter ihm . Die schule behauptete das wir das unserem sohn einreden...
War die beste Entscheidung.  Kein agressives kind mehr. Geht wieder gerne zur schule"	3	1	3	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
Elena Kts 🤐	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Goran Filipovic 100%	0	0	3	0	0	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
Schon klar Mahmut 😄😂 Ist die Familie mit Onkels und Kumpels schon auf dem Weg ?	0	0	0	0	0	0	1	0	0	3	0	3	1	0	0	1	0	1	3	3	0	0	0	0	0
WO bitte wurde hart durchgegriffen?	3	0	3	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Ich finde man sollte Fahrradsteuer einführen . Dann kann man davon die Radwege finanzieren 🤗🤣. Ist dann Quasi wie die KFZ Steuer . 😉	3	1	3	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1
Lisa Schu in welcher Klasse konnten Sie ihrem Bruder bei der tollen Note denn helfen? In der 1. 😂	0	0	3	0	0	0	0	0	0	3	0	3	3	0	0	0	0	1	3	0	0	0	0	0	0
Hoffentlich verschwindet Trump morgen in der Versenkung, ach ja, der soll den Weinberg gleich mitnehmen. Unerträglich..	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
Jon Smrah Bevor ich an Krebs erkrankte hab ich auch immer gedacht das betrifft andere aber doch nicht mich. Doch plötzlich war er da. Man sollte sich nicht auf sein Glück verlassen.	1	0	3	0	1	0	0	0	0	3	0	3	0	0	3	0	0	0	0	0	0	0	0	0	2
Tomek Berlin in Berlin lief das Fest am kutschi super.	2	2	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Eva von Ehrenstein die hat das BVG längst gefunden. Aber Jens Spahn blockiert die Umsetzung	3	3	3	0	0	2	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Mir hat die Sendung davor gut gefallen. Verschiedene Altersgruppen und deren Entwicklung. Eigentlich könnten wir zufrieden s sein, aber die Entwicklung ist vielschichtig, oft widersprüchlich. Ostdeutsche sollten schnell ein Nachahmungsimperativ auferlegt werden, aber wir haben eine eigenständige Ostmentalität.	3	0	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sehen Sie sich bitte die echten Zahlen an! Durchschnitt der Verstorbenen über 80! Und auch bitte nicht vergessen... Sterben gehört zum Leben! Ich habe letztes Jahr unsere Mutter innerhalb von 3 Monaten verloren und ich danke Gott jeden Tag, dass sie diese Farce nicht mehr mitmachen musste!	3	3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
#wdr verschweigt es wieder auf allen Plattformen https://www.tag24.de/nachrichten/unfall/unfall-a3/unfall-a3-stau-protest-a49-rodungen-rodung-polizei-dienstag-autobahn-3-idstein-woersdorf-crash-1683038	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Andreas Schmaller oh..ein kleiner Schwurbler. Fangemeinde von Donald..	3	0	3	0	0	0	0	0	0	3	0	3	3	0	0	0	0	1	0	0	2	0	0	0	2
Damit ist der Sommer dann gelaufen... Die Saure-Gurken-Zeit ist vorüber. :-D 	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ich hoffe ihre Gäste werden Recht behalten und Jo Biden wird Präsident. Noch mal 4 Jahre Trump und der bringt die ganze Welt durcheinander😥	3	0	3	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Uwe Staffel genau !	1	0	3	0	0	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
Adrian Junger 😂😂😂	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Merkt denn immer noch keiner das wir in Deutschland schon genug von Merkels angeblichen Gästen haben die enorme Kosten verursachen	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	0	0	0	0	0
Röttgen ist ein USA Lobbyist und damit disqualifiziert er sich in meinen Augen als europapolitiker	2	3	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Man sollte sich besser darüber Gedanken machen, dass die stetig wachsende Weltbevölkerung dafür sorgt, dass immer mehr Menschen in schwer bewohnbaren Gebieten leben müssen	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wenn ich Blut spende mache ich es um Leben zu retten nicht um irgend welche reich zu machen. Darum werde ich auch weiter mein Blut spenden.	3	0	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Sven Jackel Fake News 😂	2	1	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
Man reserviert natürlich solche Unterkünfte auch eine Woche vorher und nicht zwei bis drei Monate vorm eigentlich geplanten Urlaub...seit wann gilt dieses Verbot??	3	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2
geht sie tatsächlich davon aus, dass die 90 Mio Briefwähler alle Biden gewählt haben?	3	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
Gabriel Adezi das sehe ich genauso..	2	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
Hi, Kerstin! Vielleicht lesen die Zuständigen ja hier mit!	2	0	0	0	0	0	0	1	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Hallo Jochen Werner, das hat sich auch Uwe Prengel gefragt. Christian Lorkowski hat daraufhin geschrieben, dass die Versicherung vielleicht nicht zahlen könnte, weil der LKW-Fahrer betrunken gewesen sein soll.	3	3	0	0	0	0	0	2	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4
Pawel Ebert lieber Gott im Himmel 😳😱	3	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Die Klasse meines Sohn wurde heute auch in Quarantäne geschickt	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
Gerd-Frederic Lummerzheim ob Gesund oder Krank spielt keine Rolle...es geht um ein würdevolles, selbstbestimmtes Sterben... und das sollte jedem ob Krank oder Gesund gewährt werden und nicht von irgewndwelchen Institutionen mit fragwürdiger Moral bestimmt werden !!!	3	0	3	0	0	0	0	0	0	3	0	3	0	0	0	2	0	0	0	0	0	0	0	0	2
Behaltet eure Impfung.	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1
"Es ist unfassbar. Jetzt sorgt die Bahn dafür, dass man wenigstens bis Styrum mit der S1 kommt und es wird trotzdem nur gemeckert. ""Was soll ich denn in Styrum, ich muss doch sonst wo hin"" - Sorry, aber die Welt dreht sich nicht nur um euch. Es gibt mit Sicherheit genug Menschen, die sich freuen, dass sie bis Styrum mit dem Zug kommen und erst dann in den SEV umsteigen müssen, statt die ganze Zeit im Bus zu verbringen. Dieser LKW- Brand hat eine der wichtigsten Brücke der Region komplett zerstört und eine neue Brücke kann man sich nun mal nicht einfach so ausm Hut zaubern. Also bleibt mal bitte alle auf dem Teppich. Euer Gemecker macht die Situation nicht besser und die Behelfsbrücke wird dadurch auch nicht schneller fertig"	3	3	3	3	1	1	0	0	0	3	0	3	3	3	0	0	0	0	0	0	0	0	0	0	4
Frank Heydel und wir werden noch verarscht, ist man dann mit der Regierung nicht einverstanden ist man gleich ein Nazi...	2	0	3	3	0	0	0	0	0	3	0	3	0	0	2	0	3	0	3	0	0	0	0	0	1
Ganz schwierig, obwohl eigentlich nicht. Der Blick gerichtet in die Notfallambulanzen in der Sylvesternacht kombiniert mit den erhöhten Regeln zur Infektionsbekämpfung, sollte reichen um es dieses Jahr mal sausen zu lassen. Muss hat der Staat wirtschaftlich der Banche helfen. Meine Meinung	3	3	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
wer es mag....	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Aha, der europäische Copernikus Klimawandel Dienst. Ich werde die Richtigkeit der Aussage von der Björn Höcke Demokratiestiftung überprüfen lassen	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
Frank Plasberg macht den Eindruck, als hätte er den Ernst der Lage nicht erkannt. Seine Art den Gästen das Wort abzuschneiden, ist im Grenzbereich.	1	1	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Wie konnte Spahn sich bloß infizieren wenn die Maske doch so schützen soll und der abstand gut eingehalten wird🤔	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2
Rivanna Lukas das wird der Irre auch versuchen	3	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1
Warum hat man in den letzten Jahren eher undifferenziert bzw. überwiegend alleinstehende, kräftige junge Männer mit genügend Kleingeld für die Schlepper und aufgrund eigener mündlicher Angaben zur Identität ins Land gelassen und versorgt, während die schutzlos zurückgelassenen Frauen und Kinder in den überfüllten Lagern im Nahen Osten dahinvegetieren mussten? Die Verantwortlichen in Europa hatten seit 2015 genügend Zeit, aus den gemachten Fehlern zu lernen und fertige Pläne in den Schubladen zu haben, wie man der voraussichtlich endlosen Einwanderungswelle nach Europa in Zukunft organisatorisch besser begegnen könnte. Meiner Meinung nach scheint in der Zwischenzeit sowohl in der EU als auch in Deutschland wenig Lösungskompetenz aufgebaut worden zu sein, da man sich zwischenzeitlich überwiegend mit Kinkerlitzchen beschäftigt hat.	3	3	3	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
